Fighter_one,Fighter_two,Opening_Odds_f1,Closing_Odds_f1,Average_Odds_f1,Opening_Odds_f2,Closing_Odds_f2,Average_Odds_f2,Event,Date,duplicates
Urijah Faber,Petr Yan,+185,+295,+389,-265,-556,-425,UFC 245: Usman vs. Covington,Dec 14th 2019,+-234589FPUYaaabeehijnrrrt
Urijah Faber,Ricky Simon,+155,+185,+320,-195,-400,-250,UFC on ESPN+ 13: De Randamie vs. Ladd,Jul 13th 2019,+-002235FRSUaabcehiiijkmnorry
Urijah Faber,Brad Pickett,-400,-390,-302,+280,+240,+295,UFC on FOX 22: VanZant vs. Waterson,Dec 17th 2016,+-022359BFPUaaabcdeehiijkrrrtt
Urijah Faber,Jimmie Rivera,-130,+115,+153,-110,-170,-145,UFC 203: Miocic vs. Overeem,Sep 10th 2016,+-113455FJRUaaabeeehiiiijmmrrrv
Urijah Faber,Frankie Saenz,-505,-625,-425,+335,+315,+405,UFC 194: Aldo vs. McGregor,Dec 12th 2015,+-024455FFSUaaaabeeehiijknnrrrz
Urijah Faber,Francisco Rivera,-405,-1000,-800,+285,+485,+725,UFC 181: Hendricks vs. Lawler 2,Dec 6th 2014,+-002578FFRUaaaabcceehiiijnorrrrsv
Urijah Faber,Michael McDonald,-160,-173,-140,+120,+110,+148,UFC on FOX 9: Johnson vs. Benavidez,Dec 14th 2013,+-011448DFMMUaaaabccdeehhiijllnorr
Urijah Faber,Yuri Alcantara,-340,-265,-215,+260,+167,+205,UFC Fight Night 26: Shogun vs. Sonnen,Aug 17th 2013,+-012255AFUYaaaaabcehiijlnrrrrtu
Urijah Faber,Scott Jorgensen,-420,-500,-440,+300,+300,+390,UFC: The Ultimate Fighter 17 Finale,Apr 13th 2013,+-003449FJSUaabceeeghijnnoorrrstt
Urijah Faber,Ivan Menjivar,-180,-420,-326,+140,+260,+320,UFC 157: Rousey vs. Carmouche,Feb 23rd 2013,+-022336FIMUaaaabeehiijjnnrrrvv
Urijah Faber,Eddie Wineland,-195,-500,-400,+155,+300,+355,UFC 128: Shogun vs. Jones,Mar 19th 2011,+-003455EFUWaaabdddeeehiiijlnnrr
Urijah Faber,Takeya Mizugaki,-270,-600,-370,+190,+280,+400,WEC 52: Faber vs. Mizugaki,Nov 11th 2010,+-000347FMTUaaaaabeeghiiijkkrruyz
Urijah Faber,Jens Pulver,-455,-841,-600,+375,+380,+541,WEC 38: Varner vs Cerrone,Jan 25th 2009,+-001456FJPUaabeeehijlnrrrsuv
Urijah Faber,Jens Pulver,-220,-365,-310,+180,+245,+311,WEC 34: Faber vs Pulver,Jun 1st 2008,+-011133FJPUaabeeehijlnrrrsuv
Melinda Fabian,Ji Yeon Kim,+280,+150,+175,-400,-250,-167,UFC Fight Night 132: Cowboy vs. Edwards,Jun 23rd 2018,+-115677FJKMYaaabdeeiiiilmnnno
Wagnney Fabiano,Rad Martinez,-155,+110,+150,+125,-175,-140,Bellator Fighting Championship 80,Nov 9th 2012,+-001145FMRWaaaaabdeegiinnnnortyz
Wagnney Fabiano,Akop Stepanyan,-135,-170,-135,+105,+105,+140,Bellator Fighting Championship 76,Oct 12th 2012,+-011345AFSWaaaaabeegiknnnnnoopptyy
Wagnney Fabiano,Frank Gomez,-280,-405,-295,+220,+235,+305,WEC 49: Varner vs. Shalorus,Jun 20th 2010,+-023559FFGWaaaabeegikmnnnnooryz
Wagnney Fabiano,Mackens Semerzier,-600,-675,-529,+450,+379,+475,WEC 43: Cerrone vs Henderson,Oct 10th 2009,+-245579FMSWaaaabceeeeegiikmnnnnorrsyz
Wagnney Fabiano,Fredson Paixao,-345,-550,-425,+275,+275,+325,WEC 40: Torres vs Mizugaki,Apr 5th 2009,+-223455FFPWaaaaabdeegiinnnnooorsxy
Wagnney Fabiano,Akitoshi Tamura,-315,-450,-351,+255,+285,+321,WEC 37: Torres vs Tapia,Dec 3rd 2008,+-112335AFTWaaaaabeghiiikmnnnoorstuy
Wagnney Fabiano,Shad Lierley,-430,-800,-471,+350,+350,+450,IFL: New Blood New Battles,Apr 4th 2008,+-014457FLSWaaaabdeeeghiilnnnoryy
Wagnney Fabiano,Lc Davis,-310,-360,-301,+250,+240,+290,IFL: Grand Prix Finals,Dec 29th 2007,+-001239DFLWaaaabcegiinnnosvy
Wagnney Fabiano,John Gunderson,-130,-115,+116,+100,-145,-115,IFL: Grand Prix Semifinals,Nov 3rd 2007,+-111156FGJWaaabdeeghinnnnnnooorsuy
Bartosz Fabinski,Darren Stewart,+230,+190,+279,-303,-370,-250,Cage Warriors 113: Fabinski vs. Stewart,Mar 20th 2020,+-022579BDFSaaaabeeiiknnorrrrsstttwz
Bartosz Fabinski,Michel Prazeres,+280,+120,+139,-400,-165,-142,UFC Fight Night 140: Magny vs. Ponzinibbio,Nov 17th 2018,+-112349BFMPaaabceeehiiiklnorrrssstzz
Bartosz Fabinski,Emil Meek,+205,+110,+138,-285,-175,-137,UFC Fight Night 134: Shogun vs. Smith,Jul 22nd 2018,+-113378BEFMaabeeiiikklmnorsstz
Bartosz Fabinski,Hector Urbina,-230,-230,-172,+170,+155,+175,UFC Fight Night 78: Magny vs. Gastelum,Nov 21st 2015,+-112577BFHUaaabbceiiiknnoorrrssttz
Bartosz Fabinski,Garreth McLellan,-155,-165,-125,+115,+105,+135,UFC Fight Night 64: Gonzaga vs. Cro Cop II,Apr 11th 2015,+-112355BFGLMaaaabceehiikllnnorrrssttz
Jason Fairn,Travis Fulton,NaN,NaN,NaN,NaN,NaN,NaN,Agression MMA,Oct 24th 2009,FFJNNNNTaaaaaiilnnnoorrsstuv
Zarah Fairn,Felicia Spencer,+450,+450,+587,-625,-1010,-667,UFC on ESPN+ 27: Benavidez vs. Figueiredo,Feb 29th 2020,+-566778FFSZaaaacceeehiiilnnprrr
Maiquel Falcao,Ayub Gimbatov,+170,+170,+179,-230,-230,-221,Fight Nights Global 78,Nov 4th 2017,+-112279AFGMaaaabbceiillmooqtuuvy
Maiquel Falcao,Aziz Karaoglu,-315,-290,-278,+235,+210,+222,KSW 33: Materla vs. Khalidov,Nov 28th 2015,+-222278AFKMaaaaacegiilllooqruuzz
Maiquel Falcao,Mamed Khalidov,+350,+375,+403,-530,-565,-537,KSW 27: Cage Time,May 17th 2014,+-033457FKMMaaaaacddeehiilllmooquv
Maiquel Falcao,Alexander Shlemenko,+160,+240,+366,-210,-426,-335,Bellator Fighting Championship 88: Shlemenko vs. Falcao,Feb 7th 2013,+-333566AFMSaaaacdeeeeehikllllmnnooqrux
Maiquel Falcao,Andreas Spang,-345,-365,-289,+265,+240,+275,Bellator Fighting Championship 69,May 18th 2012,+-225789AFMSaaaaacdeegillnnopqrsu
Maiquel Falcao,Vyacheslav Vasilevsky,-200,+110,+135,+150,-175,-140,Bellator Fighting Championship 66,Apr 20th 2012,+-011345FMVVaaaaaacceeehiiklllloqsssuvvyy
Maiquel Falcao,Norman Paraisy,-325,-556,-410,+245,+300,+385,Bellator Fighting Championship 61,Mar 16th 2012,+-013458FMNPaaaaaaceiillmnooqrrsuy
Maiquel Falcao,Antonio Braga Neto,NaN,NaN,NaN,NaN,NaN,NaN,Amazon Forest Combat 1,Sep 14th 2011,ABFMNNNNNaaaaaaaceegiillnnooooqrttu
Maiquel Falcao,Gerald Harris,+225,+200,+245,-285,-305,-250,UFC 123: Rampage vs. Machida,Nov 20th 2010,+-022455FGHMaaaaacdeeiillloqrrrsu
Brodie Farber,Luigi Fioravanti,+265,+250,+309,-325,-380,-325,UFC Fight Night 16: Fight For The Troops,Dec 10th 2008,+-023359BFFLaaabdeegiiiiinoorrrrtuv
Brodie Farber,Rory Markham,+210,+187,+251,-270,-303,-270,UFC Fight Night 14: Silva vs Irvin,Jul 19th 2008,+-012257BFMRaaabdeehikmoorrrrry
Kalindra Faria,Mara Romero Borella,-270,-255,-220,+190,+177,+221,UFC 216: Ferguson vs. Lee,Oct 7th 2017,+-012222BFKMRaaaaaaadeeiilllmnooorrrrr
Kalindra Faria,Valentina Shevchenko,NaN,NaN,NaN,NaN,NaN,NaN,Legacy FC 42: Njokuani vs. Quayhagen,Jun 26th 2015,FKNNNNSVaaaaaaaacdeeehhiiikllnnnnorrtv
Kalindra Faria,Karolina Kowalkiewicz,+250,+200,+212,-350,-280,-268,KSW 30: Genesis,Feb 21st 2015,+-122268FKKKaaaaaaacdeiiiiiklllnnoorrrwwz
Chance Farrar,Tommy Vargas,NaN,NaN,NaN,NaN,NaN,NaN,Tachi Palace Fights 7: Deck the Halls,Dec 2nd 2010,CFNNNNTVaaaaaaaceghmmnorrrrsy
Chance Farrar,Micah Miller,+115,+155,+161,-145,-200,-171,WEC 32,Feb 13th 2008,+-111167CFMMaaaacceehhiillnrrrr
Rico Farrington,Daniel Rodriguez,+220,+150,+175,-300,-250,-185,Dana White's Contender Series 22,Jul 30th 2019,+-115578DFRRaacdeeggiiiilnnnooorrrtuz
Kelly Faszholz,Elizabeth Phillips,-155,-245,-225,+115,+175,+190,Invicta FC 23: Porto vs. Niedzwiedz,May 20th 2017,+-012259EFKPaabeehhhiiillllllopsstyzzz
Kelly Faszholz,Ketlen Vieira,-130,-125,+100,-110,-120,+100,UFC Fight Night 96: Lineker vs. Dodson,Oct 1st 2016,++000011FKKVaaeeeehiillllnorstyzz
Kelly Faszholz,Lauren Murphy,+230,+240,+300,-310,-435,-302,UFC Fight Night 83: Cowboy vs. Cowboy,Feb 21st 2016,+-000233FKLMaaeehhlllnoprrsuuyyzz
Rodney Allison,Daniel Hauenstein,NaN,NaN,NaN,NaN,NaN,NaN,Legacy FC 41: Pineda vs. Carson,Apr 3rd 2015,ADHNNNNRaaaadeeeeiiilllnnnnnoosstuy
Paul Felder,Dan Hooker,-120,+120,+148,-120,-175,-150,UFC on ESPN+ 26: Felder vs. Hooker,Feb 22nd 2020,+-011458DFHPaadeeekllnoorru
Paul Felder,James Vick,-175,-110,+103,+135,-129,-110,UFC on ESPN 1: Ngannou vs. Velasquez,Feb 17th 2019,+-001113FJPVaacdeeeikllmrsu
Paul Felder,Mike Perry,+230,-185,-145,-270,+115,+153,UFC 226: Miocic vs. Cormier,Jul 7th 2018,+-113455FMPPadeeeeikllrrruy
Paul Felder,Al Iaquinta,+135,-115,+115,-165,-140,-115,UFC 223: Nurmagomedov vs. Iaquinta,Apr 7th 2018,+-111155AFIPaaadeeilllnqrtuu
Paul Felder,Charles Oliveira,-170,-140,+130,+130,-155,+110,UFC 218: Holloway vs. Aldo 2,Dec 2nd 2017,++001113CFOPaaadeeeehiillllrrrsuv
Paul Felder,Stevie Ray,-130,+150,+165,-110,-200,-179,UFC Fight Night 113: Nelson vs. Ponzinibbio,Jul 16th 2017,+-115679FPRSaadeeeeillrtuvy
Paul Felder,Alessandro Ricci,-285,-420,-340,+205,+270,+319,UFC Fight Night 105: Lewis vs. Browne,Feb 19th 2017,+-013349AFPRaaccddeeeiilllnorrssu
Paul Felder,Francisco Trinaldo,+135,+100,+145,-165,-164,-125,UFC Fight Night 95: Cyborg vs. Lansberg,Sep 24th 2016,+-112455FFPTaaaccddeeiilllnnoorrrsu
Paul Felder,Ross Pearson,-245,-580,-399,+175,+315,+385,UFC 191: Johnson vs. Dodson II,Sep 5th 2015,+-335899FPPRaadeeellnoorrsssu
Paul Felder,Jason Saggo,+145,+135,+150,-185,-222,-155,UFC Fight Night 54: MacDonald vs. Saffiedine,Oct 4th 2014,+-011555FJPSaaadeeggllnoorsu
J.P. Felty,John Kuhner,NaN,NaN,NaN,NaN,NaN,NaN,Strikeforce: Feijao vs. Henderson,Mar 5th 2011,FJJKNNNNPaaeehhlnnortuy
Kevin Ferguson Jr.,Kaheem Murray,NaN,NaN,NaN,NaN,NaN,NaN,Bellator 241: Pitbull vs. Carvalho,Mar 13th 2020,FJKKMNNNNaaaaeeeeghimnnorrrrsuuvy
Kevin Ferguson Jr.,Corey Browning,-475,-1137,-833,+325,+450,+702,Bellator 207: Mitrione vs. Bader,Oct 12th 2018,+-023378BCFJKeeeggiinnnnooorrrrsuvwy
Kevin Ferguson Jr.,Devon Brock,-260,-227,-135,+180,+110,+162,Bellator 197: Chandler vs. Girtz,Apr 13th 2018,+-112356BDFJKceeegiknnnooorrrsuvv
Kevin Ferguson Jr.,D.J. Griffin,NaN,NaN,NaN,NaN,NaN,NaN,Bellator 179: Daley vs. MacDonald,May 19th 2017,DFGJJKNNNNaaeeffgiiinnnorrrsuv
Kevin Ferguson Jr.,Aaron Hamilton,NaN,NaN,NaN,NaN,NaN,NaN,Bellator 165: Chandler vs. Henderson,Nov 19th 2016,AFHJKNNNNaaaaeegiilmnnnnooorrrstuv
Rhadi Ferguson,John Richard,-500,-600,-385,+300,+295,+400,Strikeforce Challengers 13,Jan 7th 2011,+-003458FJRRaacddeghhhiinnoorrsu
Tony Ferguson,Conor McGregor,NaN,NaN,NaN,NaN,NaN,NaN,Future Events,,CFGMNNNNTaaceeggnnnooooorrrrsuy
Tony Ferguson,Justin Gaethje,-207,-260,-224,+164,+175,+211,UFC 249: Ferguson vs. Gaethje,May 9th 2020,+-112224FGJTaeeeghijnnnoorssttuuy
Tony Ferguson,Anthony Pettis,-265,-420,-320,+185,+210,+310,UFC 229: Nurmagomedov vs. McGregor,Oct 6th 2018,+-001233AFPTeeghinnnnooorsstttuyy
Tony Ferguson,Kevin Lee,-185,-290,-250,+145,+190,+252,UFC 216: Ferguson vs. Lee,Oct 7th 2017,+-022255FKLTeeeeginnnoorsuvy
Tony Ferguson,Landon Vannata,-600,-1100,-666,+400,+450,+650,UFC Fight Night 91: McDonald vs. Lineker,Jul 13th 2016,+-056666FLTVaaaadegnnnnnnooorstuy
Tony Ferguson,Josh Thomson,-165,-300,-259,+125,+215,+250,UFC Fight Night 71: Mir vs. Duffee,Jul 15th 2015,+-022559FJTTeghhmnnnooooorsssuy
Tony Ferguson,Gleison Tibau,-210,-265,-235,+160,+195,+220,UFC 184: Rousey vs. Zingano,Feb 28th 2015,+-022235FGTTabeegiilnnnooorssuuy
Tony Ferguson,Abel Trujillo,-245,-345,-295,+175,+225,+295,UFC 181: Hendricks vs. Lawler 2,Dec 6th 2014,+-225599AFTTbeegijlllnnooorrsuuy
Tony Ferguson,Katsunori Kikuno,-265,-400,-313,+185,+259,+300,UFC 173: Barao vs. Dillashaw,May 24th 2014,+-001333FKKTaegiiknnnnoooorrsstuuuy
Tony Ferguson,Mike Rio,-300,-588,-399,+240,+300,+375,UFC 166: Velasquez vs. Dos Santos III,Oct 19th 2013,+-335799FMRTeegiiknnooorsuy
Tony Ferguson,Michael Johnson,-250,-370,-308,+190,+245,+285,UFC on FOX 3: Diaz vs. Miller,May 5th 2012,+-023588FJMTaceeghhilnnnnoooorssuy
Tony Ferguson,Aaron Riley,-235,-500,-326,+185,+250,+310,UFC 135: Jones vs. Rampage,Sep 24th 2011,+-012336AFRTaeegilnnnooorrsuyy
Tony Ferguson,Ramsey Nijem,+140,-170,-112,-170,-118,+130,UFC: The Ultimate Fighter 13 Finale,Jun 4th 2011,+-011123FNRTaeeegijmmnnoorssuyy
Abro Fernandes,Achmad Eko Priandono,NaN,NaN,NaN,NaN,NaN,NaN,ONE Championship 108: Warrior's Code,Feb 7th 2020,AAEFNNNNPaaaaabcdddeehikmnnnnoooorrrs
Abro Fernandes,Rudy Agustian,NaN,NaN,NaN,NaN,NaN,NaN,ONE Championship 101: Dawn of Valor,Oct 25th 2019,AAFNNNNRaaaabddeeginnnorrsstuuy
Abro Fernandes,Gary Mangat,NaN,NaN,NaN,NaN,NaN,NaN,ONE Championship 98: Masters of Destiny,Jul 12th 2019,AFGMNNNNaaaaaabdeegnnnorrrsty
Abro Fernandes,Chan Rothana,NaN,NaN,NaN,NaN,NaN,NaN,ONE Championship 86: Destiny of Champions,Dec 7th 2018,ACFNNNNRaaaaaabdeehhnnnnoorrst
Bibiano Fernandes,Kevin Belingon,NaN,NaN,NaN,NaN,NaN,NaN,ONE Championship 100: Century – Part 2,Oct 13th 2019,BBFKNNNNaaaabdeeeegiiiilnnnnnnoorsv
Bibiano Fernandes,Kevin Belingon,-120,-160,-140,-120,+120,+134,ONE Championship 92: A New Era,Mar 31st 2019,+-011344BBFKaabdeeeegiiiilnnnnnnoorsv
Bibiano Fernandes,Martin Nguyen,-260,-161,-119,+180,-115,+120,ONE Championship 70: Iron Will,Mar 24th 2018,+-011129BFMNaaabdeeegiiinnnnnorrstuy
Bibiano Fernandes,Andrew Leone,-705,-705,-665,+435,+435,+475,ONE Championship 58: Kings & Conquerors,Aug 5th 2017,+-455667ABFLaabddeeeeeiinnnnnoorrsw
Bibiano Fernandes,Reece McLaren,-900,-750,-705,+500,+450,+495,ONE Championship 50: Age of Domination,Dec 2nd 2016,+-045579BFLMRaaabccdeeeeeeiinnnnorrs
Bibiano Fernandes,Kevin Belingon,-855,-1200,-1110,+485,+600,+690,ONE Championship 36: Dynasty of Champions,Jan 23rd 2016,+-0011169BBFKaabdeeeegiiiilnnnnnnoorsv
Bibiano Fernandes,Toni Tauru,NaN,NaN,NaN,NaN,NaN,NaN,ONE Championship 29: Kingdom of Warriors,Jul 18th 2015,BFNNNNTTaaaaabdeeiiinnnnoorrsuu
Bibiano Fernandes,Dae Hwan Kim,-900,-900,-650,+500,+450,+575,ONE FC 23: Warrior's Way,Dec 5th 2014,+-055567BDFHKaaaabdeeeiiimnnnnorsw
Bibiano Fernandes,Masakatsu Ueda,-1055,-900,-840,+550,+500,+560,ONE FC 15: Rise of Heroes,May 2nd 2014,+-004568BFMUaaaaaabddeeeiiknnnorssstu
Bibiano Fernandes,Soo Chul Kim,NaN,NaN,NaN,NaN,NaN,NaN,ONE FC 11: Total Domination,Oct 18th 2013,BCFKNNNNSaaaabdeehiiilmnnnooorsu
Bibiano Fernandes,Koetsu Okazaki,-1500,-2000,-1500,+700,+750,+1150,One FC 9: Rise to Power,May 31st 2013,+-00011155BFKOaaaabdeeeiiikknnnoorsstuz
Bibiano Fernandes,Yoshiro Maeda,-800,-1200,-550,+500,+375,+690,DREAM 18,Dec 31st 2012,+-005569BFMYaaaabddeeehiiinnnooorrss
Bibiano Fernandes,Gustavo Falciroli,-650,-700,-638,+400,+400,+462,One FC 5: Pride Of A Nation,Aug 31st 2012,+-234668BFFGaaaabcdeeiiiillnnnooorrsstuv
Bibiano Fernandes,Takafumi Otsuka,-365,-365,-335,+285,+255,+305,DREAM 17: World Bantamweight GP,Sep 24th 2011,+-033355BFOTaaaaabdeefiiikkmnnnorsstuu
Bibiano Fernandes,Joachim Hansen,-110,-122,+100,-120,-130,-108,DREAM 13,Mar 22nd 2010,+-000118BFHJaaaabcdeeehiiimnnnnnoorss
Bibiano Fernandes,Joe Warren,+160,+125,+140,-200,-170,-155,DREAM 11,Oct 6th 2009,+-011455BFJWaaabdeeeeiinnnnoorrrs
Bibiano Fernandes,Masakazu Imanari,-145,-200,-170,+115,+137,+163,DREAM 9,May 26th 2009,+-011367BFIMaaaaaaabdeeiiikmnnnnorrssuz
Bibiano Fernandes,Takafumi Otsuka,-215,-215,-160,+175,+130,+175,DREAM 7,Mar 8th 2009,+-011567BFOTaaaaabdeefiiikkmnnnorsstuu
Bibiano Fernandes,Len Tam,NaN,NaN,NaN,NaN,NaN,NaN,Raw Combat: Redemption,Oct 25th 2008,BFLNNNNTaaaaabdeeeiimnnnnors
Bibiano Fernandes,Norifumi Yamamoto,NaN,NaN,NaN,NaN,NaN,NaN,K-1 Heros: Tournament Final,Sep 16th 2007,BFNNNNNYaaaaaabdeefiiiimmmnnnoooorrstu
Alexandre Ferreira,Vladimir Matyushenko,+250,+180,+200,-310,-294,-220,UFC 122: Marquardt vs. Okami,Nov 13th 2010,+-000222AFMVaaaaddeeeeehiiikllmnnorrrrrstuxy
Alexandre Ferreira,Alavutdin Gadzhiyev,-115,-115,-115,-115,-115,-115,DREAM 4,Jun 15th 2008,--111155AAFGaaaadddeeeeehiiillnnrrrrtuvvxyz
Alexandre Ferreira,Lew Polley,-215,-270,-196,+175,+175,+210,IFL: Las Vegas,Feb 29th 2008,+-011269AFLPaadeeeeeeilllnorrrrwxy
Cezar Ferreira,Marvin Vettori,+130,+130,+198,-170,-244,-161,UFC on ESPN+ 13: De Randamie vs. Ladd,Jul 13th 2019,+-111689CFMVaaaeeeeiiinorrrrrrttvz
Cezar Ferreira,Ian Heinisch,+140,-210,-179,-180,+150,+167,UFC Fight Night 140: Magny vs. Ponzinibbio,Nov 17th 2018,+-116779CFHIaaaceeeehiiinnrrrrsz
Cezar Ferreira,Karl Roberson,-110,-160,-105,-130,-118,+140,UFC 224: Nunes vs. Pennington,May 12th 2018,+-001145CFKRaaabeeeeilnoorrrrrrsz
Cezar Ferreira,Nate Marquardt,-155,-285,-240,+115,+180,+245,UFC Fight Night 120: Poirier vs. Pettis,Nov 11th 2017,+-022445CFMNaaaaadeeeeiqrrrrrrttuz
Cezar Ferreira,Elias Theodorou,+110,-125,-110,-150,-120,+100,UFC Fight Night 105: Lewis vs. Browne,Feb 19th 2017,+-000111CEFTaaadeeeehiilooorrrrrsuz
Cezar Ferreira,Jack Hermansson,-125,+105,+120,-105,-150,-124,UFC Fight Night 100: Bader vs. Nogueira,Nov 19th 2016,+-011224CFHJaaaaceeeeikmnnorrrrrssz
Cezar Ferreira,Anthony Smith,-120,-115,+125,-120,-160,-102,UFC: The Ultimate Fighter 23 Finale: Team Joanna vs. Team Claudia,Jul 8th 2016,+-011225ACFSaaeeehhiimnnorrrrttyz
Cezar Ferreira,Jorge Masvidal,+220,+160,+220,-300,-285,-189,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,Jul 12th 2015,+-012289CFJMaaaadeeeegiilorrrrrsvz
Cezar Ferreira,Daniel Sarafian,-125,-182,-165,-115,+140,+155,UFC Fight Night 32: Belfort vs. Henderson,Nov 9th 2013,+-115556CDFSaaaaaaeeeefiiilnnrrrrrz
Cezar Ferreira,Thiago Santos,-430,-556,-450,+310,+300,+410,UFC 163: Aldo vs. Jung,Aug 3rd 2013,+-001445CFSTaaaaeeeghiinoorrrrstz
Cezar Ferreira,Sergio Moraes,-235,-350,-275,+175,+220,+274,UFC 147: Silva vs. Franklin II,Jun 23rd 2012,+-224577CFMSaaaeeeeegiioorrrrrrsz
Cezar Ferreira,Elvis Mutapcic,NaN,NaN,NaN,NaN,NaN,NaN,Superior Cage Combat 2,Aug 20th 2011,CEFMNNNNaaaaacceeeiiilprrrrstuvz
Diego Ferreira,Anthony Pettis,-165,-250,-135,+135,+125,+201,UFC 246: McGregor vs. Cowboy,Jan 18th 2020,+-011235ADFPaeeeeghiiinnoorrrsttty
Diego Ferreira,Mairbek Taisumov,+265,+195,+230,-385,-303,-239,UFC 242: Khabib vs. Poirier,Sep 7th 2019,+-022339DFMTaaabeeeegiiiikmoorrrrsuv
Diego Ferreira,Francisco Trinaldo,-175,-185,-172,+135,+135,+158,UFC 237: Namajunas vs. Andrade,May 11th 2019,+-112578DFFTaaaccdeeegiiiilnnooorrrrrs
Diego Ferreira,Rustam Khabilov,+105,+100,+123,-125,-150,-130,UFC on ESPN+ 3: Blachowicz vs. Santos,Feb 23rd 2019,+-011233DFKRaaabeeeghiiilmoorrrstuv
Diego Ferreira,Kyle Nelson,-425,-556,-500,+305,+345,+444,UFC 231: Holloway vs. Ortega,Dec 8th 2018,+-004445DFKNaeeeeegiillnoorrrsy
Diego Ferreira,Jared Gordon,+145,+150,+220,-175,-280,-172,UFC Fight Night 126: Cerrone vs. Medeiros,Feb 18th 2018,+-012227DFGJaaddeeeegiinooorrrrr
Diego Ferreira,Dustin Poirier,+110,+126,+145,-150,-175,-146,UFC Fight Night 63: Mendes vs. Lamas,Apr 4th 2015,+-114456DDFPaeeeegiiiiinoorrrrrstu
Drew Fickett,Jonatas Noveas,NaN,NaN,NaN,NaN,NaN,NaN,ShoFIGHT 20,Jun 16th 2012,DFJNNNNNaaaaaceeeiknoorsstttvw
Drew Fickett,Jamie Varner,+200,+260,+336,-280,-425,-330,XFC 16: High Stakes,Feb 10th 2012,+-033336DFJVaaceeeeiikmnrrrttw
Drew Fickett,Ronnys Torres,NaN,NaN,NaN,NaN,NaN,NaN,Amazon Forest Combat 1,Sep 14th 2011,DFNNNNRTaaceeeiknnoorrrssttwy
Drew Fickett,Tatsuya Kawajiri,+225,+235,+285,-285,-365,-295,DREAM 17,Jul 16th 2011,+-225589DFKTaaaaceeiiijkrrstttuwwy
Drew Fickett,Matt Veach,-125,-150,-140,-105,+110,+120,MFC 28: Supremacy,Feb 25th 2011,+-001124DFMVaacceeehikrttttw
Drew Fickett,Derrick Noble,NaN,NaN,NaN,NaN,NaN,NaN,Evolution II: Mayhem In Minneapolis,Apr 24th 2010,DDFNNNNNaabcceeeeiikklorrrttw
Drew Fickett,Jesse Taylor,NaN,NaN,NaN,NaN,NaN,NaN,Total Combat: Notorious,Oct 2nd 2008,DFJNNNNTaaaceeeeiklorrssttwy
Drew Fickett,Jae Suk Lim,-275,-280,-270,+215,+210,+230,Strikeforce: Shamrock vs Le,Mar 29th 2008,+-002237DFJLSaceeeiikkmrttuw
Drew Fickett,Anthony Lapsley,-430,-430,-430,+350,+350,+350,HDNet Fights 1,Oct 13th 2007,+-003345ADFLaceeehiklnnoprstttwyy
Ron Fields,Aaron Rosa,NaN,NaN,NaN,NaN,NaN,NaN,Adrenaline MMA 1,Jun 14th 2008,AFNNNNRRaaaadeilnnooorss
Deiveson Figueiredo,Alexandre Pantoja,-105,+100,+123,-135,-145,-125,UFC 240: Holloway vs. Edgar,Jul 27th 2019,+-112235ADFPaaaddeeeeeegiiijlnnnooorrstuvx
Deiveson Figueiredo,John Moraga,-135,-185,-135,-105,+105,+153,UFC Fight Night 135: Gaethje vs. Vick,Aug 25th 2018,+-113355DFJMaadeeeegghiiinnoooorrsuv
Deiveson Figueiredo,Joseph Morales,-165,-150,+120,+125,-145,+120,UFC Fight Night 125: Machida vs. Anders,Feb 3rd 2018,++001122DFJMadeeeeeeghiiilnooooprrsssuv
Anthony Figueroa,Samuel Romero,+170,+130,+136,-230,-170,-164,Bellator 206: Mousasi vs. MacDonald,Sep 29th 2018,+-113466AFRSaaeeeghilmmnnoooorrtuuy
Anthony Figueroa,Paul Ruiz,NaN,NaN,NaN,NaN,NaN,NaN,Tachi Palace Fights 11: Redemption,Dec 2nd 2011,AFNNNNPRaaaaeghiilnnoortuuuyz
Anthony Figueroa,Darren Uyenoyama,NaN,NaN,NaN,NaN,NaN,NaN,Strikeforce: Shamrock vs Le,Mar 29th 2008,ADFNNNNUaaaaaaeeeghimnnnnooorrrtuyyy
Edwin Figueroa,Levi Mowles,NaN,NaN,NaN,NaN,NaN,NaN,Legacy FC 56: Vazquez vs. Peterson,Jun 24th 2016,EFLMNNNNaaadeeegiiilnoorsuvww
Edwin Figueroa,Erik Perez,+260,+325,+378,-380,-588,-425,UFC 167: St-Pierre vs. Hendricks,Nov 16th 2013,+-234578EEFPadeeegiiiknorrruwz
Edwin Figueroa,Francisco Rivera,+158,+240,+275,-190,-380,-300,UFC 156: Aldo vs. Edgar,Feb 2nd 2013,+-002357EFFRaaaccdeegiiiinnoorrrsuvw
Edwin Figueroa,Jason Reinhardt,-275,-600,-385,+215,+340,+400,UFC On Versus 5: Hardy vs. Lytle,Aug 14th 2011,+-003458EFJRaaaddeeghiiinnnoorrstuw
Edwin Figueroa,Michael McDonald,+255,+275,+385,-335,-525,-425,UFC Fight Night 24: Nogueira vs. Davis,Mar 26th 2011,+-234558DEFMMaaaccddeeghiiillnnooruw
Paulo Filho,Murilo Rua,NaN,NaN,NaN,NaN,NaN,NaN,Iron Man Championship 15,Jul 31st 2012,FMNNNNPRaaaahiillloooruuu
